description,effective_domain_size,goshv,intersection_size,intersections,name,native,p_value,parents,precision,query,query_size,recall,significant,source,term_size,source_order,group_id,candidate,gene_set_scope,intersection_genes,intersection_evidence_codes
"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a ionizing radiation stimulus. Ionizing radiation is radiation with sufficient energy to remove electrons from atoms and may arise from spontaneous decay of unstable isotopes, resulting in alpha and beta particles and gamma rays. Ionizing radiation also includes X-rays."" [PMID:12509526]",11154,13948,7,"[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [""IDA""], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [""IDA"", ""IMP"", ""IEA""], [], [], [], [""IEA""], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [""IDA""], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [""IEA""], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [""IDA""], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [""IMP"", ""IEA""], [], [], [], [], [], [], [], [], [], [], []]",response to ionizing radiation,GO:0010212,0.04142934729908641,"[""GO:0009314""]",0.035,query_1,200,0.06666666666666667,True,GO:BP,105,3825,43,Vorinostat,all_selected,1894 | 5888 | 210 | 388 | 8438 | 3297 | 675,IDA | IMP | IEA
"""Catalysis of the hydrolysis of a pyrophosphate bond (diphosphate bond) between two phosphate groups."" [GOC:curators, https://en.wikipedia.org/wiki/Pyrophosphatase]",11154,2724,20,"[[], [], [], [""IEA""], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [""IBA""], [], [], [], [""IBA""], [], [], [], [], [], [""IEA""], [], [], [""IDA"", ""IEA""], [], [], [], [], [], [], [""IEA""], [], [], [], [], [], [], [], [], [""IEA""], [], [], [], [], [], [], [""IBA"", ""TAS"", ""IEA""], [], [], [], [], [], [""IDA"", ""IBA"", ""TAS"", ""IEA""], [], [], [], [], [""IEA""], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [""IBA""], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [""IEA""], [], [], [], [], [], [], [], [], [], [], [], [], [""TAS"", ""IEA""], [""IBA""], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [""IEA""], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [""IBA""], [], [], [""IEA""], [""IBA"", ""TAS"", ""IEA""], [], [""IDA"", ""IBA"", ""IEA""], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [""IEA""], [], [], []]",pyrophosphatase activity,GO:0016462,0.041915906970848876,"[""GO:0016818""]",0.1,query_1,200,0.03577817531305903,True,GO:MF,559,2724,1,Vorinostat,all_selected,4171 | 146909 | 56992 | 5888 | 80179 | 4176 | 54821 | 388 | 5901 | 9319 | 3833 | 54606 | 5997 | 3835 | 8438 | 10112 | 10721 | 5906 | 4521 | 4174,IEA | IBA | IDA | TAS
"""Catalysis of the hydrolysis of any acid anhydride."" [GOC:jl]",11154,2914,20,"[[], [], [], [""IEA""], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [""IBA""], [], [], [], [""IBA""], [], [], [], [], [], [""IEA""], [], [], [""IDA"", ""IEA""], [], [], [], [], [], [], [""IEA""], [], [], [], [], [], [], [], [], [""IEA""], [], [], [], [], [], [], [""IBA"", ""TAS"", ""IEA""], [], [], [], [], [], [""IDA"", ""IBA"", ""TAS"", ""IEA""], [], [], [], [], [""IEA""], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [""IBA""], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [""IEA""], [], [], [], [], [], [], [], [], [], [], [], [], [""TAS"", ""IEA""], [""IBA""], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [""IEA""], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [""IBA""], [], [], [""IEA""], [""IBA"", ""TAS"", ""IEA""], [], [""IDA"", ""IBA"", ""IEA""], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [""IEA""], [], [], []]","hydrolase activity, acting on acid anhydrides",GO:0016817,0.041915906970848876,"[""GO:0016787""]",0.1,query_1,200,0.03571428571428571,True,GO:MF,560,2914,1,Vorinostat,all_selected,4171 | 146909 | 56992 | 5888 | 80179 | 4176 | 54821 | 388 | 5901 | 9319 | 3833 | 54606 | 5997 | 3835 | 8438 | 10112 | 10721 | 5906 | 4521 | 4174,IEA | IBA | IDA | TAS
"""Catalysis of the hydrolysis of any acid anhydride which contains phosphorus."" [GOC:jl]",11154,2915,20,"[[], [], [], [""IEA""], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [""IBA""], [], [], [], [""IBA""], [], [], [], [], [], [""IEA""], [], [], [""IDA"", ""IEA""], [], [], [], [], [], [], [""IEA""], [], [], [], [], [], [], [], [], [""IEA""], [], [], [], [], [], [], [""IBA"", ""TAS"", ""IEA""], [], [], [], [], [], [""IDA"", ""IBA"", ""TAS"", ""IEA""], [], [], [], [], [""IEA""], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [""IBA""], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [""IEA""], [], [], [], [], [], [], [], [], [], [], [], [], [""TAS"", ""IEA""], [""IBA""], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [""IEA""], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [""IBA""], [], [], [""IEA""], [""IBA"", ""TAS"", ""IEA""], [], [""IDA"", ""IBA"", ""IEA""], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [""IEA""], [], [], []]","hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides",GO:0016818,0.041915906970848876,"[""GO:0016817""]",0.1,query_1,200,0.03571428571428571,True,GO:MF,560,2915,1,Vorinostat,all_selected,4171 | 146909 | 56992 | 5888 | 80179 | 4176 | 54821 | 388 | 5901 | 9319 | 3833 | 54606 | 5997 | 3835 | 8438 | 10112 | 10721 | 5906 | 4521 | 4174,IEA | IBA | IDA | TAS
"""Catalysis of the reaction: a ribonucleoside triphosphate + H2O = a ribonucleoside diphosphate + H+ + phosphate."" [RHEA:23680]",11154,3056,19,"[[], [], [], [""IEA""], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [""IBA""], [], [], [], [""IBA""], [], [], [], [], [], [""IEA""], [], [], [""IDA"", ""IEA""], [], [], [], [], [], [], [""IEA""], [], [], [], [], [], [], [], [], [""IEA""], [], [], [], [], [], [], [""IBA"", ""TAS"", ""IEA""], [], [], [], [], [], [""IDA"", ""IBA"", ""TAS"", ""IEA""], [], [], [], [], [""IEA""], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [""IBA""], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [""IEA""], [], [], [], [], [], [], [], [], [], [], [], [], [""TAS"", ""IEA""], [""IBA""], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [""IEA""], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [""IBA""], [], [], [""IEA""], [""IBA"", ""TAS"", ""IEA""], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [""IEA""], [], [], []]",ribonucleoside triphosphate phosphatase activity,GO:0017111,0.042325959997984455,"[""GO:0016462""]",0.095,query_1,200,0.036328871892925434,True,GO:MF,523,3056,1,Vorinostat,all_selected,4171 | 146909 | 56992 | 5888 | 80179 | 4176 | 54821 | 388 | 5901 | 9319 | 3833 | 54606 | 5997 | 3835 | 8438 | 10112 | 10721 | 5906 | 4174,IEA | IBA | IDA | TAS
"""Binding to ATP, adenosine 5'-triphosphate, a universally important coenzyme and enzyme regulator."" [ISBN:0198506732]",11154,1463,33,"[[], [], [], [""IEA""], [], [], [], [], [], [], [""IEA""], [], [""IEA""], [], [], [], [""IEA""], [], [""IMP"", ""IEA""], [""IEA""], [], [], [""IEA""], [], [], [], [""IEA""], [], [], [], [], [], [""IDA"", ""IEA""], [], [], [""IEA""], [], [], [""IEA""], [], [], [], [""IEA""], [], [], [], [""IEA""], [], [], [], [], [""IEA""], [], [], [], [], [], [], [], [""IEA""], [], [], [], [], [], [""IEA""], [], [], [], [""NAS"", ""IEA""], [], [], [], [], [""TAS"", ""IEA""], [], [], [""IEA""], [], [], [], [], [], [], [], [], [], [""NAS"", ""IEA""], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [""IEA""], [], [], [""IEA""], [""IDA"", ""IEA""], [], [], [], [], [], [], [], [], [], [], [], [], [""IEA""], [], [], [], [""IEA""], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [""IEA""], [], [], [], [], [], [], [], [], [], [], [""IEA""], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [""IEA""], [], [], [""IEA""], [], [""IEA""], [], [], [], [], [], [""IEA""], [], [], [], [""IEA""], [], [], [], [], [], [], [], [], [], [], [], [], [], [""IEA""], [], [], []]",ATP binding,GO:0005524,0.042325959997984455,"[""GO:0032559"", ""GO:0035639""]",0.165,query_1,200,0.02956989247311828,True,GO:MF,1116,1463,3,Vorinostat,all_selected,4171 | 24137 | 7272 | 57761 | 5347 | 1019 | 146909 | 56992 | 5888 | 80179 | 10733 | 4176 | 4288 | 54821 | 11065 | 6790 | 9319 | 51067 | 7371 | 3833 | 699 | 54606 | 1841 | 3835 | 701 | 8438 | 9088 | 10112 | 10721 | 80221 | 3654 | 55226 | 4174,IEA | IMP | IDA | NAS | TAS
AURKA Activation by TPX2,11154,39369,5,"[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [""REAC""], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [""REAC""], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [""REAC""], [], [""REAC""], [], [], [], [], [], [], [], [], [], [], [], [], [], [""REAC""], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]",AURKA Activation by TPX2,REAC:R-HSA-8854518,0.04305241845567565,"[""REAC:R-HSA-69275""]",0.025,query_1,200,0.08771929824561403,True,REAC,57,45,51,Vorinostat,all_selected,5347 | 10733 | 6790 | 5577 | 22974,REAC
"""Terminal process of astrocyte abutting non-neuronal surfaces in the brain."" [NIF_Subcellular:sao388182739]",11154,37607,2,"[[""ISS"", ""IEA""], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [""ISS""], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]",astrocyte end-foot,GO:0097450,0.04441146321610081,"[""GO:0097449""]",0.01,query_1,200,0.2857142857142857,True,GO:CC,7,2938,24,Vorinostat,all_selected,482 | 361,ISS | IEA
"""The region of a kinetochore closest to centromeric DNA which contains many CENP proteins organized in various subcomplexes including CENP-C, CENP-LN, CENP-HIKM, CENP-OPQUR and CENP-TWSX, but excluding the CENP-A containing heterochromatin."" [GOC:clt, PMID:10619130, PMID:11483983, PMID:32516549]",11154,34798,2,"[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [""IPI""], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [""IPI""], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]",inner kinetochore,GO:0000939,0.04441146321610081,"[""GO:0000776"", ""GO:0032991""]",0.01,query_1,200,0.2857142857142857,True,GO:CC,7,129,13,Vorinostat,all_selected,79019 | 55839,IPI
"""A macromolecular complex containing both protein and DNA molecules."" [GOC:mah]",11154,35982,7,"[[], [], [], [""IPI"", ""ISS""], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [""IPI"", ""ISS""], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [""IMP""], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [""IDA"", ""IPI"", ""IBA"", ""IEA""], [], [""IPI"", ""ISS"", ""IBA""], [], [], [""IDA"", ""IPI"", ""IBA"", ""IEA""], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [""IPI"", ""ISS""], [], [], []]",protein-DNA complex,GO:0032993,0.04441146321610081,"[""GO:0032991""]",0.035,query_1,200,0.05785123966942149,True,GO:CC,121,1313,13,Vorinostat,all_selected,4171 | 4176 | 2353 | 5424 | 51659 | 23649 | 4174,IPI | ISS | IMP | IDA | IBA | IEA
"""Portion of the neuronal cell soma from which the axon originates."" [GOC:nln]",11154,36501,2,"[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [""IEA""], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [""IEA""], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]",axon hillock,GO:0043203,0.04441146321610081,"[""GO:0030424"", ""GO:0043025"", ""GO:0110165""]",0.01,query_1,200,0.2857142857142857,True,GO:CC,7,1832,25,Vorinostat,all_selected,6790 | 22974,IEA
"""Any process that activates or increases the frequency, rate or extent of sister chromatid cohesion."" [GOC:go_curators]",11154,21030,2,"[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [""IMP""], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [""IMP""], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]",positive regulation of sister chromatid cohesion,GO:0045876,0.04472724653527772,"[""GO:0007062"", ""GO:0007063"", ""GO:0090068"", ""GO:2001252""]",0.01,query_1,200,0.4,True,GO:BP,5,10907,26,Vorinostat,all_selected,2237 | 699,IMP
"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a cisplatin stimulus."" [GOC:mah]",11154,26472,2,"[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [""IEA""], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [""IMP""], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]",response to cisplatin,GO:0072718,0.04472724653527772,"[""GO:0042221""]",0.01,query_1,200,0.4,True,GO:BP,5,16349,34,Vorinostat,all_selected,5888 | 8914,IEA | IMP
"""The chemical reactions and pathways involving pyrimidine deoxyribonucleoside triphosphate, a compound consisting of a pyrimidine base linked to a deoxyribose sugar esterified with triphosphate on the sugar."" [GOC:go_curators, ISBN:0198506732]",11154,13346,2,"[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [""IEA""], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [""IBA"", ""IEA""], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]",pyrimidine deoxyribonucleoside triphosphate metabolic process,GO:0009211,0.04472724653527772,"[""GO:0009147""]",0.01,query_1,200,0.4,True,GO:BP,5,3223,28,Vorinostat,all_selected,7298 | 1841,IEA | IBA
"""The cell cycle process in which a cell progresses from metaphase to anaphase as part of meiosis."" [GOC:mtg_cell_cycle]",11154,20529,2,"[[], [], [], [], [], [], [], [], [], [], [], [], [""IBA"", ""IEA""], [], [], [], [], [], [], [], [], [], [], [], [], [""ISS""], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]",metaphase/anaphase transition of meiotic cell cycle,GO:0044785,0.04472724653527772,"[""GO:0044771"", ""GO:0044784""]",0.01,query_1,200,0.4,True,GO:BP,5,10406,26,Vorinostat,all_selected,7272 | 11130,IBA | IEA | ISS
